"Year","Geography","Age group","Sex","Economic family type","GeoCode","Value"
2021,"Prairie provinces","Total","Both sexes","Persons not in an economic family",,24.9
2021,"Prairie provinces","65 years and over","Both sexes","Seniors not in an economic family",,15.8
2021,"Prairie provinces","","Both sexes","Non-seniors not in an economic family",,28.2
2022,"Prairie provinces","Total","Both sexes","Total",,10.9
2022,"Prairie provinces","Under 18 years","Both sexes","Total",,12.6
2022,"Prairie provinces","18 to 64 years","Both sexes","Total",,11.4
2022,"Prairie provinces","65 years and over","Both sexes","Total",,6.1
2022,"Prairie provinces","Total","Both sexes","Persons in economic families",,8
2022,"Prairie provinces","65 years and over","Both sexes","Seniors in economic families",,3.1
2022,"Prairie provinces","Under 18 years","Both sexes","Persons in economic families",,12.5
2022,"Prairie provinces","Under 18 years","Both sexes","Persons in couple families with children",,8.1
2022,"Prairie provinces","Under 18 years","Both sexes","Persons in all other economic families",,16.5
2022,"Prairie provinces","18 to 64 years","Both sexes","Persons in economic families",,7.1
2022,"Prairie provinces","Total","Both sexes","Persons not in an economic family",,26.1
2022,"Prairie provinces","65 years and over","Both sexes","Seniors not in an economic family",,14.1
2022,"Prairie provinces","","Both sexes","Non-seniors not in an economic family",,30.6
2023,"Prairie provinces","Total","Both sexes","Total",,10.5
2023,"Prairie provinces","Under 18 years","Both sexes","Total",,12.5
2023,"Prairie provinces","18 to 64 years","Both sexes","Total",,11.2
2023,"Prairie provinces","65 years and over","Both sexes","Total",,5.1
2023,"Prairie provinces","Total","Both sexes","Persons in economic families",,7.7
2023,"Prairie provinces","65 years and over","Both sexes","Seniors in economic families",,2.2
2023,"Prairie provinces","Under 18 years","Both sexes","Persons in economic families",,12.3
2023,"Prairie provinces","Under 18 years","Both sexes","Persons in couple families with children",,8.6
2023,"Prairie provinces","Under 18 years","Both sexes","Persons in all other economic families",,13.2
2023,"Prairie provinces","18 to 64 years","Both sexes","Persons in economic families",,6.9
2023,"Prairie provinces","Total","Both sexes","Persons not in an economic family",,25.5
2023,"Prairie provinces","65 years and over","Both sexes","Seniors not in an economic family",,12.9
2023,"Prairie provinces","","Both sexes","Non-seniors not in an economic family",,30.2
2015,"Prince Edward Island","Total","Both sexes","Total",11,15.7
2015,"Prince Edward Island","Under 18 years","Both sexes","Total",11,17.6
2015,"Prince Edward Island","18 to 64 years","Both sexes","Total",11,15.8
2015,"Prince Edward Island","65 years and over","Both sexes","Total",11,13.2
2015,"Prince Edward Island","Total","Both sexes","Persons in economic families",11,11.9
2015,"Prince Edward Island","65 years and over","Both sexes","Seniors in economic families",11,8.3
2015,"Prince Edward Island","Under 18 years","Both sexes","Persons in economic families",11,17.6
2015,"Prince Edward Island","Under 18 years","Both sexes","Persons in couple families with children",11,12.4
2015,"Prince Edward Island","18 to 64 years","Both sexes","Persons in economic families",11,10.7
2015,"Prince Edward Island","Total","Both sexes","Persons not in an economic family",11,36.3
2015,"Prince Edward Island","65 years and over","Both sexes","Seniors not in an economic family",11,26.2
2015,"Prince Edward Island","","Both sexes","Non-seniors not in an economic family",11,41.1
2016,"Prince Edward Island","Total","Both sexes","Total",11,13.9
2016,"Prince Edward Island","Under 18 years","Both sexes","Total",11,18.5
2016,"Prince Edward Island","18 to 64 years","Both sexes","Total",11,14.1
2016,"Prince Edward Island","65 years and over","Both sexes","Total",11,8.3
2016,"Prince Edward Island","Total","Both sexes","Persons in economic families",11,10.5
2016,"Prince Edward Island","Under 18 years","Both sexes","Persons in economic families",11,18.5
2016,"Prince Edward Island","18 to 64 years","Both sexes","Persons in economic families",11,9.3
2016,"Prince Edward Island","Total","Both sexes","Persons not in an economic family",11,32
2016,"Prince Edward Island","65 years and over","Both sexes","Seniors not in an economic family",11,22.7
2016,"Prince Edward Island","","Both sexes","Non-seniors not in an economic family",11,36.1
2017,"Prince Edward Island","Total","Both sexes","Total",11,15.4
2017,"Prince Edward Island","Under 18 years","Both sexes","Total",11,17.3
2017,"Prince Edward Island","18 to 64 years","Both sexes","Total",11,16.2
2017,"Prince Edward Island","65 years and over","Both sexes","Total",11,10.7
2017,"Prince Edward Island","Total","Both sexes","Persons in economic families",11,11.2
2017,"Prince Edward Island","Under 18 years","Both sexes","Persons in economic families",11,17.3
2017,"Prince Edward Island","Under 18 years","Both sexes","Persons in couple families with children",11,8.7
2017,"Prince Edward Island","Under 18 years","Both sexes","Persons in all other economic families",11,25.3
2017,"Prince Edward Island","18 to 64 years","Both sexes","Persons in economic families",11,10.8
2017,"Prince Edward Island","Total","Both sexes","Persons not in an economic family",11,37
2017,"Prince Edward Island","65 years and over","Both sexes","Seniors not in an economic family",11,27.2
2017,"Prince Edward Island","","Both sexes","Non-seniors not in an economic family",11,42.1
2018,"Prince Edward Island","Total","Both sexes","Total",11,12.6
2018,"Prince Edward Island","Under 18 years","Both sexes","Total",11,10.6
2018,"Prince Edward Island","18 to 64 years","Both sexes","Total",11,13.6
2018,"Prince Edward Island","65 years and over","Both sexes","Total",11,11.3
2018,"Prince Edward Island","Total","Both sexes","Persons in economic families",11,7.8
2018,"Prince Edward Island","Under 18 years","Both sexes","Persons in economic families",11,10.6
2018,"Prince Edward Island","Under 18 years","Both sexes","Persons in couple families with children",11,8.3
2018,"Prince Edward Island","18 to 64 years","Both sexes","Persons in economic families",11,8
2018,"Prince Edward Island","Total","Both sexes","Persons not in an economic family",11,36.9
2018,"Prince Edward Island","65 years and over","Both sexes","Seniors not in an economic family",11,29.9
2018,"Prince Edward Island","","Both sexes","Non-seniors not in an economic family",11,40.8
2019,"Prince Edward Island","Total","Both sexes","Total",11,12
2019,"Prince Edward Island","Under 18 years","Both sexes","Total",11,14.2
2019,"Prince Edward Island","18 to 64 years","Both sexes","Total",11,13
2019,"Prince Edward Island","65 years and over","Both sexes","Total",11,6.8
2019,"Prince Edward Island","Total","Both sexes","Persons in economic families",11,8.1
2019,"Prince Edward Island","Under 18 years","Both sexes","Persons in economic families",11,14.2
2019,"Prince Edward Island","18 to 64 years","Both sexes","Persons in economic families",11,6.9
2019,"Prince Edward Island","Total","Both sexes","Persons not in an economic family",11,31
2019,"Prince Edward Island","65 years and over","Both sexes","Seniors not in an economic family",11,12.8
2019,"Prince Edward Island","","Both sexes","Non-seniors not in an economic family",11,39
2020,"Prince Edward Island","Total","Both sexes","Total",11,7.4
2020,"Prince Edward Island","Under 18 years","Both sexes","Total",11,6.2
2020,"Prince Edward Island","18 to 64 years","Both sexes","Total",11,8.7
2020,"Prince Edward Island","65 years and over","Both sexes","Total",11,4.4
2020,"Prince Edward Island","Total","Both sexes","Persons in economic families",11,4
2020,"Prince Edward Island","Under 18 years","Both sexes","Persons in economic families",11,6.2
2020,"Prince Edward Island","Under 18 years","Both sexes","Persons in couple families with children",11,4.8
2020,"Prince Edward Island","18 to 64 years","Both sexes","Persons in economic families",11,3.9
2020,"Prince Edward Island","Total","Both sexes","Persons not in an economic family",11,23.6
2020,"Prince Edward Island","65 years and over","Both sexes","Seniors not in an economic family",11,11.9
2020,"Prince Edward Island","","Both sexes","Non-seniors not in an economic family",11,29
2021,"Prince Edward Island","Total","Both sexes","Total",11,7.6
2021,"Prince Edward Island","18 to 64 years","Both sexes","Total",11,9.2
2021,"Prince Edward Island","65 years and over","Both sexes","Total",11,6.1
2021,"Prince Edward Island","Total","Both sexes","Persons in economic families",11,4.2
2021,"Prince Edward Island","18 to 64 years","Both sexes","Persons in economic families",11,5.1
2021,"Prince Edward Island","Total","Both sexes","Persons not in an economic family",11,23.3
2021,"Prince Edward Island","65 years and over","Both sexes","Seniors not in an economic family",11,16.6
2021,"Prince Edward Island","","Both sexes","Non-seniors not in an economic family",11,26.6
2022,"Prince Edward Island","Total","Both sexes","Total",11,9.7
2022,"Prince Edward Island","Under 18 years","Both sexes","Total",11,7.8
2022,"Prince Edward Island","18 to 64 years","Both sexes","Total",11,10.6
2022,"Prince Edward Island","65 years and over","Both sexes","Total",11,8.8
2022,"Prince Edward Island","Total","Both sexes","Persons in economic families",11,6.1
2022,"Prince Edward Island","65 years and over","Both sexes","Seniors in economic families",11,4.5
2022,"Prince Edward Island","Under 18 years","Both sexes","Persons in economic families",11,7.8
2022,"Prince Edward Island","Under 18 years","Both sexes","Persons in couple families with children",11,5.9
2022,"Prince Edward Island","18 to 64 years","Both sexes","Persons in economic families",11,5.9
2022,"Prince Edward Island","Total","Both sexes","Persons not in an economic family",11,26.4
2022,"Prince Edward Island","65 years and over","Both sexes","Seniors not in an economic family",11,18.8
2022,"Prince Edward Island","","Both sexes","Non-seniors not in an economic family",11,30.4
2023,"Prince Edward Island","Total","Both sexes","Total",11,10.8
2023,"Prince Edward Island","Under 18 years","Both sexes","Total",11,12.5
2023,"Prince Edward Island","18 to 64 years","Both sexes","Total",11,12
2023,"Prince Edward Island","65 years and over","Both sexes","Total",11,5.6
2023,"Prince Edward Island","Total","Both sexes","Persons in economic families",11,7.6
2023,"Prince Edward Island","65 years and over","Both sexes","Seniors in economic families",11,2.3
2023,"Prince Edward Island","Under 18 years","Both sexes","Persons in economic families",11,12.4
2023,"Prince Edward Island","Under 18 years","Both sexes","Persons in couple families with children",11,8.1
2023,"Prince Edward Island","18 to 64 years","Both sexes","Persons in economic families",11,7.3
2023,"Prince Edward Island","Total","Both sexes","Persons not in an economic family",11,25.4
2023,"Prince Edward Island","65 years and over","Both sexes","Seniors not in an economic family",11,13.2
2023,"Prince Edward Island","","Both sexes","Non-seniors not in an economic family",11,31.7
2015,"Quebec","Total","Both sexes","Total",24,13.5
2015,"Quebec","Under 18 years","Both sexes","Total",24,13.9
2015,"Quebec","18 to 64 years","Both sexes","Total",24,15.3
2015,"Quebec","65 years and over","Both sexes","Total",24,6.8
2015,"Quebec","Total","Both sexes","Persons in economic families",24,9.8
2015,"Quebec","65 years and over","Both sexes","Seniors in economic families",24,2.7
2015,"Quebec","Under 18 years","Both sexes","Persons in economic families",24,13.9
2015,"Quebec","Under 18 years","Both sexes","Persons in couple families with children",24,11.3
2015,"Quebec","18 to 64 years","Both sexes","Persons in economic families",24,9.9
2015,"Quebec","Total","Both sexes","Persons not in an economic family",24,30.1
2015,"Quebec","65 years and over","Both sexes","Seniors not in an economic family",24,15.6
2015,"Quebec","","Both sexes","Non-seniors not in an economic family",24,36.2
2016,"Quebec","Total","Both sexes","Total",24,11
2016,"Quebec","Under 18 years","Both sexes","Total",24,10.9
2016,"Quebec","18 to 64 years","Both sexes","Total",24,12
2016,"Quebec","65 years and over","Both sexes","Total",24,7.3
2016,"Quebec","Total","Both sexes","Persons in economic families",24,7.2
2016,"Quebec","65 years and over","Both sexes","Seniors in economic families",24,3.1
2016,"Quebec","Under 18 years","Both sexes","Persons in economic families",24,10.6
2016,"Quebec","Under 18 years","Both sexes","Persons in couple families with children",24,7.7
2016,"Quebec","18 to 64 years","Both sexes","Persons in economic families",24,7
2016,"Quebec","Total","Both sexes","Persons not in an economic family",24,27.2
2016,"Quebec","65 years and over","Both sexes","Seniors not in an economic family",24,16.5
2016,"Quebec","","Both sexes","Non-seniors not in an economic family",24,31.7
2017,"Quebec","Total","Both sexes","Total",24,10.9
2017,"Quebec","Under 18 years","Both sexes","Total",24,10.4
2017,"Quebec","18 to 64 years","Both sexes","Total",24,12.5
2017,"Quebec","65 years and over","Both sexes","Total",24,6
2017,"Quebec","Total","Both sexes","Persons in economic families",24,7.6
2017,"Quebec","65 years and over","Both sexes","Seniors in economic families",24,3.1
2017,"Quebec","Under 18 years","Both sexes","Persons in economic families",24,10.3
2017,"Quebec","Under 18 years","Both sexes","Persons in couple families with children",24,8
2017,"Quebec","18 to 64 years","Both sexes","Persons in economic families",24,7.7
2017,"Quebec","Total","Both sexes","Persons not in an economic family",24,24.9
2017,"Quebec","65 years and over","Both sexes","Seniors not in an economic family",24,11.3
2017,"Quebec","","Both sexes","Non-seniors not in an economic family",24,31.6
2018,"Quebec","Total","Both sexes","Total",24,9.9
2018,"Quebec","Under 18 years","Both sexes","Total",24,7.7
2018,"Quebec","18 to 64 years","Both sexes","Total",24,11.8
2018,"Quebec","65 years and over","Both sexes","Total",24,5.7
2018,"Quebec","Total","Both sexes","Persons in economic families",24,6.3
2018,"Quebec","65 years and over","Both sexes","Seniors in economic families",24,2
2018,"Quebec","Under 18 years","Both sexes","Persons in economic families",24,7.6
2018,"Quebec","Under 18 years","Both sexes","Persons in couple families with children",24,6.4
2018,"Quebec","18 to 64 years","Both sexes","Persons in economic families",24,6.8
2018,"Quebec","Total","Both sexes","Persons not in an economic family",24,24.9
2018,"Quebec","65 years and over","Both sexes","Seniors not in an economic family",24,12.7
2018,"Quebec","","Both sexes","Non-seniors not in an economic family",24,30.9
2019,"Quebec","Total","Both sexes","Total",24,9
2019,"Quebec","Under 18 years","Both sexes","Total",24,6.4
